,x,y,word,cluster
188,75.44168,-65.290146,timeline,5
189,62.29338,59.185024,broad,6
190,70.260895,-64.34104,view,5
191,20.667803,90.90354,director,8
192,52.19019,-71.3258,dataset,16
193,67.66203,-37.868557,edition,16
194,61.591896,54.95625,contribution,3
195,19.132744,58.192028,represent,19
196,83.987724,41.51871,understand,12
197,47.790257,60.76081,address,3
198,22.031382,67.20645,so,8
199,104.65615,1.047111,african,11
200,61.13019,62.506355,contribute,3
201,92.61681,-12.26923,name,12
202,14.94524,62.886917,then,19
203,23.20456,88.439026,demonstrate,8
204,54.52297,-61.745674,multiple,16
205,73.85751,-39.572124,library,18
206,74.16929,36.505016,pandemic,3
207,17.094492,67.03197,consider,19
208,13.558245,94.284966,edit,15
209,78.72922,-21.693707,goal,3
210,58.28071,67.99516,challenge,3
211,72.82632,-33.722416,currently,16
212,37.148,-65.08012,several,16
213,43.36931,-59.389874,identify,16
214,79.17618,48.31743,health,6
215,64.6544,40.942963,local,3
216,84.39069,45.359093,literary,6
217,73.72455,-69.05886,transcription,5
218,22.828482,-51.023296,however,16
219,66.52627,41.062,center,3
220,80.28569,-23.343412,mapping,7
221,78.99726,-36.269978,facilitate,3
222,72.88025,-68.11335,original,5
223,52.5809,-75.25888,visitor,16
224,65.690674,-0.075013794,organization,12
225,69.49524,-58.286533,add,5
226,51.14829,51.370316,value,3
227,39.240482,-48.30901,number,19
228,61.2596,53.85227,interest,3
229,47.942333,73.15152,opportunity,8
230,31.432878,45.462772,potential,3
231,79.85377,-52.47467,host,18
232,99.49643,-3.6153445,period,12
233,36.794605,-73.755615,various,16
234,25.611507,-71.0894,interview,16
235,42.562096,62.10328,draw,8
236,32.824406,-78.05224,newspaper,16
237,51.4844,-72.779366,code,16
238,79.49712,-52.87987,annotation,18
239,90.34083,25.176067,border,12
240,100.683105,-2.271694,live,12
241,6.988143,98.98176,reviewer,17
242,65.13819,0.27589622,writing,19
243,25.525154,-78.571556,recording,16
244,49.941776,68.68674,teach,8
245,45.61203,-16.256775,specific,16
246,25.18027,73.75106,begin,8
247,95.49864,10.407957,literature,12
248,59.31742,52.46133,learn,3
249,41.62245,71.932495,technical,3
250,78.57393,-55.143948,interface,5
251,76.63164,-15.739435,network,3
252,35.791466,50.47615,grow,3
253,61.44696,69.06961,collaborative,7
254,85.845634,20.73566,change,12
255,46.90268,-74.469925,type,16
256,92.651794,26.448305,play,12
257,73.38563,-65.03582,file,5
258,46.9757,75.65706,partner,8
259,89.88802,25.426788,movement,12
260,48.867992,-61.9105,structure,16
261,20.924595,69.83467,come,8
262,60.822727,52.06466,production,3
263,81.23053,43.52618,case,6
264,40.97498,76.60574,receive,8
265,75.916306,-29.855019,enable,16
266,82.753815,-48.552086,repository,18
267,83.57331,45.756374,role,6
268,50.591854,60.883366,particularly,3
269,49.24732,62.73968,effort,3
270,58.094543,-40.816544,read,16
271,75.9496,-29.296055,further,16
272,69.48338,-35.915833,collect,16
273,33.639668,52.48631,plan,3
274,12.637939,65.634285,follow,19
275,91.64053,21.908,impact,12
276,67.11809,-47.978832,rich,16
277,51.62643,-49.118706,exist,16
278,24.300385,-66.02431,word,16
279,83.04305,-48.785,software,18
280,58.553635,73.58573,wide,7
281,55.485184,38.046886,non,3
282,71.3628,-33.58024,possible,3
283,20.214838,80.73868,call,8
284,69.708725,-65.51283,full,5
285,68.868225,-59.38631,version,5
286,69.82284,-30.449396,useful,16
287,88.33108,29.236305,past,12
288,69.348755,-47.548103,system,16
289,62.11459,33.156525,far,19
290,83.86308,25.85656,relationship,12
291,52.441925,29.259151,group,19
292,91.09087,-23.531693,current,19
293,19.903725,91.0496,peer,15
294,61.35167,54.783577,historian,3
295,52.52363,-35.343834,move,16
296,5.6839504,99.12909,tell,2
297,74.250046,-65.649284,item,5
298,49.228794,-69.23232,guide,16
299,48.393394,71.51876,classroom,8
300,78.10557,0.23747292,particular,12
301,70.33915,-64.59807,description,5
302,41.175182,76.65449,grant,8
303,26.282787,-51.585136,series,16
304,61.07789,66.164955,methodology,7
305,21.384256,91.35204,want,8
306,84.382774,-0.6227547,voice,12
307,31.660416,47.799664,podcast,3
308,41.140392,77.27802,fund,3
309,23.526545,-82.451126,high,16
310,28.010017,0.31055647,mean,19
311,21.725134,-65.40928,subject,16
312,13.964103,56.061893,look,3
313,41.719494,75.58058,funding,3
314,61.09356,53.75825,university,3
315,13.518192,94.190285,month,15
316,58.772816,-16.273098,now,16
317,59.89634,23.856806,much,12
318,69.14868,-37.19206,curate,16
319,88.09279,20.988066,oral,12
320,19.279606,-67.27755,describe,16
321,44.92925,2.261978,connection,19
322,46.48009,78.90245,graduate,8
323,72.95815,-68.190956,contain,5
324,97.38238,-16.273296,contemporary,12
325,34.84154,-2.324228,even,19
326,35.518787,-81.90569,reference,16
327,22.277817,-50.75971,level,16
328,73.48016,27.705307,reflect,19
329,50.17662,39.258007,encourage,3
330,31.914284,-86.01933,theme,16
331,79.30315,48.22872,race,6
332,70.694305,-47.264305,format,18
333,25.561954,51.37846,do,3
334,93.41764,26.529531,writer,12
335,57.585865,26.701965,great,19
336,94.999725,6.9967146,region,12
337,67.884415,-47.039536,data,16
338,71.86017,-58.240654,digitize,5
339,45.13801,-81.70423,additional,16
340,57.1161,23.789686,kind,19
341,30.101492,1.1094472,become,19
342,59.48439,67.9041,teaching,7
343,73.59316,36.61601,conversation,3
344,46.645813,-78.97192,accessibility,16
345,61.561512,62.298313,general,3
346,52.206177,-49.070618,physical,16
347,24.058662,-61.606033,post,16
348,61.22964,13.287732,significant,19
349,69.600555,65.2853,engagement,6
350,52.150105,61.400845,think,3
351,23.342875,-59.04083,date,16
352,92.76326,2.5370648,musical,12
353,89.420685,26.635588,perspective,12
354,63.700645,-10.096189,object,19
355,46.65211,78.727104,undergraduate,8
356,80.66721,-19.990118,creation,3
357,44.756763,-81.01624,generate,16
358,77.301216,48.00181,racism,6
359,22.236341,82.60967,hope,8
360,63.20373,-10.267761,rather,19
361,93.41425,3.990556,print,12
362,73.21886,-68.594574,manuscript,5
363,72.941414,39.066814,attention,3
364,91.65931,26.521051,political,12
365,57.256954,-32.56318,episode,12
366,85.60825,19.888205,family,12
367,85.22775,5.699983,end,19
368,83.38424,42.481575,understanding,6
369,82.97318,18.849604,aspect,12
370,42.194447,-24.577715,hold,16
371,90.12251,-12.285462,color,12
372,22.716896,-75.57242,reading,16
373,28.970139,28.3378,creator,19
374,24.281895,-66.016525,appear,16
375,72.80417,-43.68193,easy,18
376,24.599009,73.95788,start,8
377,63.936836,28.682243,preserve,12
378,65.22922,40.42454,creative,3
379,51.162857,-49.03655,thus,16
380,77.970055,20.479233,national,12
381,69.30133,-47.758408,free,18
382,74.94987,-27.331732,variety,3
383,22.992685,-62.03518,short,16
384,80.62752,-19.9483,museum,3
385,48.169228,-24.729715,very,19
386,54.807823,-37.174133,personal,16
387,47.15179,-17.236801,connect,16
388,35.24629,6.8806944,participant,19
389,93.392784,3.094964,modern,12
390,63.096287,62.047962,teacher,7
391,48.893463,-4.2590046,still,19
392,77.33392,7.072045,game,12
393,22.508331,-47.5202,report,19
394,68.81131,35.238384,examine,3
395,41.349247,62.188446,possibility,8
396,7.5220733,90.2265,concern,2
397,52.506474,38.629864,involve,3
398,100.72156,-2.4990184,enslaved,12
399,45.677242,69.56204,pedagogical,3
400,51.581135,61.557167,especially,3
401,83.757256,-5.3110743,state,12
402,49.98682,31.082552,sense,3
403,78.93788,-21.665022,good,3
404,47.562023,-60.71123,main,16
405,60.754147,63.141296,reach,3
406,23.099749,-47.74045,go,16
407,62.150196,12.750708,traditional,19
408,26.812576,68.118034,invite,19
409,30.851019,-76.40186,letter,16
410,22.703915,88.65745,partnership,8
411,55.092064,8.893845,insight,19
412,38.40249,13.042069,response,19
413,9.3147745,98.370384,submit,17
414,69.89304,-67.35196,translation,5
415,40.74875,-46.231888,key,16
416,30.02181,-54.84973,complete,16
417,21.115444,69.4328,here,8
418,81.3288,-21.27993,exhibition,3
419,17.46451,43.69622,stage,19
420,25.644144,-82.28615,detail,16
421,60.704914,65.97293,initiative,3
422,71.2967,-60.954807,navigate,5
423,82.20217,-6.244836,remain,19
424,88.54079,-14.192344,same,16
425,14.504642,-67.50716,account,16
426,43.67869,17.939646,major,19
427,6.8024974,89.73899,email,2
428,27.313824,-84.10495,single,16
429,42.16291,-55.627274,visualize,16
430,45.19045,-31.763638,environment,19
431,56.571457,-36.263165,film,12
432,43.256725,53.116684,school,3
433,74.43932,-65.90694,tag,5
434,46.63137,77.30822,faculty,8
435,67.72946,-23.406715,require,19
436,45.90022,52.672646,collaborator,3
437,7.1911,98.951866,volunteer,17
438,57.40392,26.086517,just,19
439,55.928425,17.508541,diverse,19
440,16.528282,68.51546,idea,19
441,26.870121,-84.79686,select,16
442,45.433132,-74.594406,blog,16
443,23.199194,-65.71993,line,16
444,46.972397,-74.950516,display,16
445,83.83074,25.567673,migration,12
446,68.95548,-29.022305,benefit,3
447,88.65948,-13.985834,reveal,16
448,79.77619,-24.83131,spatial,3
449,90.50904,22.8558,urban,12
450,39.45092,-76.3831,difficult,16
451,71.75906,-21.48548,analyze,3
452,17.801025,-59.686234,novel,16
453,91.97271,-22.958025,representation,19
454,45.742737,-40.17855,increase,16
455,64.393616,37.598698,global,3
456,74.38553,26.218195,labor,12
457,13.455874,55.518356,small,19
458,85.72283,0.7086571,country,12
459,50.709724,-51.48492,mobile,16
460,35.873177,-52.705032,clear,16
461,93.78161,6.09832,spanish,12
462,17.316437,63.714516,second,19
463,21.46335,-71.89129,instance,16
464,17.693235,-61.51539,organize,16
465,23.350315,-59.01414,able,16
466,81.26467,43.41188,feminist,6
467,21.814318,90.04955,experiment,8
468,76.50889,-19.123055,scale,3
469,85.1352,45.68993,heritage,6
470,93.113205,2.829713,performance,12
471,34.08822,-78.08259,photograph,16
472,33.57373,52.018444,program,3
473,43.05676,-79.63396,corpus,16
474,43.981262,-79.957306,textual,16
475,49.867573,-56.396275,unique,16
476,74.09274,-22.038813,launch,3
477,90.05869,-12.387129,person,12
478,62.404964,48.22185,emerge,3
479,90.25026,22.155699,indigenous,12
480,22.12559,-65.45217,title,16
481,68.161285,-38.734505,incorporate,16
482,51.854614,-68.937515,function,16
483,80.695175,22.355556,genre,12
484,75.89896,-15.753523,similar,3
485,75.70504,-15.520137,service,3
486,47.656593,9.104066,ensure,19
487,69.04548,40.942444,importance,12
488,69.87948,-36.20595,house,16
489,79.8949,-22.174131,preservation,3
490,67.33113,-25.968496,workshop,19
491,32.61031,68.70602,class,8
492,49.395775,69.56737,expertise,3
493,49.162388,-59.219368,documentation,16
494,70.73451,-64.4649,option,5
495,7.2225914,90.028,contact,2
496,36.02829,-77.13181,geographic,16
497,56.100727,30.9513,discussion,3
498,81.10873,-8.768495,complex,19
499,70.37254,-47.40851,application,16
500,44.38637,61.675446,showcase,3
501,26.667078,78.34878,editorial,8
502,16.520452,69.93571,ask,8
503,25.768486,-52.69449,introduction,16
504,34.2812,51.16394,core,3
505,5.4557443,98.90777,colleague,2
506,48.377827,22.867697,activity,19
507,49.18685,69.958626,ongoing,3
508,64.389854,-22.343979,volume,19
509,52.46834,6.05745,imagine,19
510,49.319748,62.133747,face,3
511,68.25994,-28.7284,contributor,19
512,87.4793,-10.938055,human,12
513,71.2003,-19.926762,framework,3
514,51.425858,46.92226,extend,3
515,48.429623,61.56551,inquiry,3
516,22.91333,76.59833,co,8
517,47.542126,62.14938,humanistic,3
518,48.119175,-47.419037,track,19
519,69.32434,-26.0826,maintain,3
520,47.7259,-59.34452,interpretation,16
521,72.54715,-36.78905,educational,3
522,58.003754,-40.539623,english,16
523,77.24806,16.352268,right,12
524,11.241964,91.82224,hashtag,2
525,25.579252,-71.55838,order,16
526,33.822918,18.922787,journey,19
527,83.65643,6.617983,back,12
528,33.14969,-59.16986,lesson,16
529,62.305996,-8.0635395,power,19
530,87.68681,-11.112012,side,12
531,21.269884,-70.9208,poem,16
532,58.587406,73.56226,pedagogy,7
533,74.9782,-28.781252,infrastructure,3
534,81.5092,-0.7857066,violence,12
535,92.62512,26.433834,asian,12
536,50.800022,40.307182,inspire,3
537,4.8912373,59.411278,final,19
538,71.71887,-34.051033,additionally,16
539,33.993904,-59.991936,presentation,16
540,60.0542,-19.970224,intend,19
541,44.694984,-75.79122,index,16
542,34.985874,-53.167904,consist,16
543,88.51035,29.171339,intellectual,12
544,81.83954,-1.6914661,white,12
545,87.00427,-10.475591,real,12
546,41.12175,-58.211693,home,16
547,18.633062,6.390327,trace,19
548,45.32704,-53.199028,module,16
549,51.612843,29.03358,education,3
550,45.74306,-79.41842,easily,16
551,29.094688,78.70093,workflow,8
552,65.17151,34.162544,building,19
553,-2.7725828,-85.74638,que,14
554,43.12104,-19.29226,concept,19
555,62.77433,-23.984161,paper,19
556,69.24618,-58.540462,bibliography,16
557,89.62399,26.443487,memory,12
558,80.80378,47.58737,intersection,6
559,81.34726,-21.509115,bear,3
560,72.31577,26.047379,shape,19
561,86.509766,21.693182,tradition,12
562,12.792346,65.599106,choose,19
563,67.01289,-48.059303,enhance,16
564,9.001178,98.49179,nominate,17
565,34.924736,-82.71034,category,16
566,12.703072,93.08247,guest,15
567,48.004616,-75.24055,app,16
568,26.096897,45.02886,phase,19
569,76.296036,-0.91868305,get,12
570,61.58279,44.761204,sonic,3
571,55.69633,-30.980822,no,19
572,56.27945,-33.394417,locate,12
573,45.848743,-75.20548,improve,16
574,90.38217,26.800745,gender,12
575,51.047577,32.58769,speak,3
576,56.58497,30.208328,conference,19
577,44.264492,-57.191307,machine,16
578,57.444233,15.946947,deep,19
579,35.503105,-58.79753,already,16
580,23.947966,-82.369965,quality,16
581,88.921524,21.845491,poetry,12
582,30.028782,80.22173,submission,8
583,43.62657,52.684414,staff,3
584,41.050995,41.542774,finally,19
585,32.627613,38.400738,step,19
586,71.97162,-44.471146,standard,16
587,70.15516,38.80324,emphasize,12
588,20.153215,56.17308,always,3
589,25.365412,-82.20651,detailed,16
590,36.418995,-38.416985,initial,19
591,71.71134,-58.765213,searchable,5
592,33.840935,-86.426636,keyword,16
593,36.85807,30.597025,migrant,19
594,46.815727,76.237495,assistant,8
595,44.91532,3.0799553,soundscape,19
596,33.237762,4.4491653,survey,19
597,69.16566,37.47207,activism,19
598,87.93839,21.368048,landscape,12
599,39.379433,-73.21471,relevant,16
600,51.545612,34.04898,recent,3
601,69.63216,65.60003,science,6
602,65.92748,33.35096,recognize,19
603,41.55468,61.639286,commitment,3
604,21.293722,83.552925,welcome,8
605,54.57994,38.154884,professional,3
606,71.39099,-59.83049,download,5
607,37.975266,-23.101923,background,16
608,46.009262,-68.29908,script,16
609,72.720024,-44.787395,management,18
610,22.062244,61.731346,light,3
611,79.15075,-25.392532,combine,3
612,28.11937,-74.486664,historic,16
613,7.49709,90.2334,thought,2
614,20.812841,55.253147,care,19
615,32.132774,-85.13786,path,16
616,54.966442,-36.414356,character,16
617,27.090754,-84.21275,accompany,16
618,23.500795,53.828526,never,19
619,32.83987,68.66022,undertake,3
620,60.054497,-14.788958,component,16
621,27.45535,78.29494,manage,8
622,51.68603,-17.761734,establish,19
623,80.086975,-5.1943455,colonial,19
624,46.2889,27.687912,specifically,3
625,31.929659,14.200917,moment,19
626,22.645967,40.13308,few,19
627,16.946358,46.708607,explain,19
628,46.32592,-79.14078,navigation,16
629,91.23029,-23.591496,dynamic,19
630,86.74857,3.76471,turn,12
631,51.063744,-72.66062,internet,16
632,59.06851,1.4047368,policy,19
633,-2.7518146,-85.75324,mujere,14
634,16.947823,62.95059,last,19
635,43.992634,52.917473,educator,3
636,28.852533,78.60509,wish,8
637,42.211502,-75.94038,extensive,16
638,46.45413,-8.195906,listen,19
639,56.520363,-55.317463,simple,16
640,35.236065,-77.80815,layer,16
641,68.1741,-38.1761,multimedia,16
642,41.055565,41.545273,exploration,3
643,60.61919,46.978897,intervention,3
644,82.16213,26.115631,geography,12
645,69.679726,11.257514,legacy,12
646,29.58195,47.1287,introduce,19
647,42.471214,-56.07691,ledger,16
648,44.322052,-80.1223,citation,16
649,65.22161,40.200996,inform,3
650,30.697477,-48.645626,run,19
651,6.626127,98.99679,pool,17
652,73.33933,-55.237034,digitized,18
653,43.049625,-44.81364,fully,16
654,46.539455,-16.80592,associate,19
655,50.08199,49.227592,innovative,3
656,67.44881,-29.046534,overview,16
657,74.66223,-27.707825,institutional,3
658,51.487602,50.929855,promote,3
659,52.501713,-17.245216,drive,19
660,31.8832,10.427238,fact,19
661,63.765633,35.448963,collective,19
662,30.989233,46.340424,therefore,3
663,21.346888,68.01396,suggest,8
664,82.83581,43.10114,latinx,6
665,61.53522,44.865967,theory,3
666,76.94059,3.844534,land,12
667,22.887062,76.52798,participate,8
668,60.908756,66.07459,humanist,3
669,45.27778,69.2959,training,3
670,77.766685,-20.748133,valuable,3
671,34.774582,-59.54159,helpful,16
672,41.449604,23.098337,cross,19
673,50.643917,34.220078,position,3
674,31.98558,-43.608078,multi,19
675,33.64541,-19.02033,hand,19
676,74.022736,-21.819767,integrate,3
677,51.589012,-34.618202,chart,16
678,38.24994,15.18046,mark,19
679,90.981926,22.403053,caribbean,12
680,32.452553,-62.41989,ability,16
681,46.05664,52.96194,librarian,3
682,36.091534,-8.149464,body,19
683,50.256252,-49.01794,geographical,16
684,22.140821,51.77329,central,19
685,50.84102,6.148666,product,19
686,41.64438,-65.606415,annotate,16
687,44.010323,-44.218597,capture,16
688,40.836628,-48.652153,output,16
689,25.381659,-43.72041,visit,16
690,60.6842,-13.430076,visible,16
691,69.45652,-26.654514,developer,3
692,30.144184,-54.79569,update,16
693,31.817795,37.541004,re,19
694,64.41996,-28.493036,digitization,19
695,42.98567,-31.875143,root,19
696,61.900173,12.74497,thing,19
697,72.33732,-44.628555,plugin,18
698,33.32964,-77.99521,periodical,16
699,70.7051,-21.07333,learning,3
700,30.980738,-44.198116,release,19
701,46.11664,-69.217896,transcribe,16
702,17.034464,52.566902,define,19
703,25.787376,4.752648,computer,19
704,49.59707,44.52053,scope,3
705,73.955345,-21.428568,compelling,3
706,60.90252,48.5309,specialist,3
707,83.58302,-5.641453,business,12
708,55.17905,-34.877056,victim,19
709,57.709816,16.255104,today,19
710,79.35348,-25.808943,computational,3
711,18.213346,-61.066917,element,16
712,41.578217,61.599503,conceive,3
713,62.106846,52.78042,expert,3
714,23.067364,-70.86704,close,16
715,39.271706,15.82876,day,19
716,82.85755,9.054371,slavery,12
717,71.444214,2.1925356,leave,19
718,62.00127,-6.343013,illustrate,19
719,32.811676,69.119194,instructor,8
720,35.45615,11.620852,act,19
721,61.80593,32.03925,crucial,19
722,28.607887,21.817057,vision,19
723,40.726345,-16.786055,less,19
724,41.855198,-25.266336,piece,19
725,70.92717,-44.45021,secondary,18
726,27.920053,62.669037,found,3
727,76.55586,15.449056,era,12
728,29.197227,-75.529396,travel,16
729,19.392862,57.57111,press,19
730,52.824825,13.712262,nature,19
731,30.646393,62.160744,next,3
732,77.233925,48.00325,medicine,6
733,39.392723,-8.348331,respond,19
734,96.105965,9.475772,late,12
735,69.63893,-57.87731,embed,5
736,62.08835,-7.5142817,rely,19
737,82.33831,18.980791,fiction,12
738,26.876707,-50.75152,thematic,16
739,32.016476,-34.11708,cluster,19
740,35.79609,-40.591827,directly,16
741,34.316593,7.523357,resident,19
742,43.345394,26.593159,promise,19
743,70.848656,-8.172894,apply,3
744,18.974386,64.09621,prior,19
745,35.85908,-81.14986,click,16
746,75.05717,13.696068,popular,12
747,37.973526,-65.133804,accord,16
748,63.64309,29.297798,mixtape,19
749,61.824097,52.815502,discipline,3
750,55.69613,-35.014915,property,12
751,31.281128,-84.82019,algorithm,16
752,73.3085,20.809866,society,19
753,20.829191,39.33083,listener,19
754,50.797043,43.448925,technological,3
755,48.562107,-24.230038,perhaps,19
756,31.089418,50.240807,meet,3
757,22.972025,-47.76033,third,16
758,33.811405,-25.049374,self,19
759,40.409534,-44.688744,limit,16
760,71.42926,36.08028,racist,19
761,49.061142,26.668346,international,19
762,73.04271,36.657436,anti,3
763,52.642395,-13.464247,direction,19
764,74.67007,11.493381,relation,19
765,34.996025,33.689346,virtual,19
766,60.629894,-16.895983,utilize,19
767,38.30431,13.277146,encounter,19
768,63.544025,1.1383506,expansion,19
769,24.350237,39.46442,diversity,19
770,17.481918,6.900575,racial,19
771,35.19398,-72.65566,separate,16
772,49.67794,61.32873,medical,3
773,55.365482,-30.33391,hear,19
774,59.50794,-13.238924,programming,16
775,29.616028,-26.279602,return,19
776,52.57135,50.814198,train,3
777,36.32241,-70.93193,biography,16
778,71.889206,26.102453,expression,12
779,44.724854,-54.986862,implement,16
780,57.143543,-19.487007,primarily,19
781,54.902443,-58.626328,functionality,16
782,16.544065,69.61771,answer,8
783,63.073666,37.923237,gap,3
784,-4.132962,-85.2308,por,14
785,36.392,-72.46062,contextualize,16
786,36.895725,-27.896858,indicate,19
787,81.705635,21.365808,influence,12
788,8.681495,98.58607,admire,17
789,53.15712,-5.108152,lack,19
790,54.083126,-7.543362,effective,19
791,74.082794,21.900497,shift,12
792,49.09642,8.548296,cite,19
793,68.62622,-18.964798,necessary,19
794,33.087788,-84.08208,query,16
795,67.28192,-29.247694,bilingual,16
796,4.669059,58.75222,keep,19
797,31.687765,-33.94111,break,19
798,49.874718,-50.94492,gather,16
799,86.13555,1.3012831,death,12
800,30.170324,65.36238,designer,3
